task,model,condition,seed,family,gold_label,pred_label,count,source_file
medmcqa,qwen15b,full45k,42,self_update,C,A,43,runs/qwen15b_full45k_seed42_medmcqa_val1000.jsonl
medmcqa,qwen15b,full45k,42,self_update,C,B,45,runs/qwen15b_full45k_seed42_medmcqa_val1000.jsonl
medmcqa,qwen15b,full45k,42,self_update,C,C,105,runs/qwen15b_full45k_seed42_medmcqa_val1000.jsonl
medmcqa,qwen15b,full45k,42,self_update,C,D,26,runs/qwen15b_full45k_seed42_medmcqa_val1000.jsonl
medmcqa,qwen15b,full45k,42,self_update,D,A,50,runs/qwen15b_full45k_seed42_medmcqa_val1000.jsonl
medmcqa,qwen15b,full45k,42,self_update,D,B,24,runs/qwen15b_full45k_seed42_medmcqa_val1000.jsonl
medmcqa,qwen15b,full45k,42,self_update,D,C,30,runs/qwen15b_full45k_seed42_medmcqa_val1000.jsonl
medmcqa,qwen15b,full45k,42,self_update,D,D,87,runs/qwen15b_full45k_seed42_medmcqa_val1000.jsonl
medmcqa,qwen15b,full45k,43,self_update,A,A,211,runs/qwen15b_full45k_seed43_medmcqa_val1000.jsonl
medmcqa,qwen15b,full45k,43,self_update,A,B,47,runs/qwen15b_full45k_seed43_medmcqa_val1000.jsonl
medmcqa,qwen15b,full45k,43,self_update,A,C,31,runs/qwen15b_full45k_seed43_medmcqa_val1000.jsonl
medmcqa,qwen15b,full45k,43,self_update,A,D,34,runs/qwen15b_full45k_seed43_medmcqa_val1000.jsonl
medmcqa,qwen15b,full45k,43,self_update,B,A,68,runs/qwen15b_full45k_seed43_medmcqa_val1000.jsonl
medmcqa,qwen15b,full45k,43,self_update,B,B,143,runs/qwen15b_full45k_seed43_medmcqa_val1000.jsonl
medmcqa,qwen15b,full45k,43,self_update,B,C,25,runs/qwen15b_full45k_seed43_medmcqa_val1000.jsonl
medmcqa,qwen15b,full45k,43,self_update,B,D,31,runs/qwen15b_full45k_seed43_medmcqa_val1000.jsonl
medmcqa,qwen15b,full45k,43,self_update,C,A,43,runs/qwen15b_full45k_seed43_medmcqa_val1000.jsonl
medmcqa,qwen15b,full45k,43,self_update,C,B,38,runs/qwen15b_full45k_seed43_medmcqa_val1000.jsonl
medmcqa,qwen15b,full45k,43,self_update,C,C,108,runs/qwen15b_full45k_seed43_medmcqa_val1000.jsonl
medmcqa,qwen15b,full45k,43,self_update,C,D,30,runs/qwen15b_full45k_seed43_medmcqa_val1000.jsonl
medmcqa,qwen15b,full45k,43,self_update,D,A,49,runs/qwen15b_full45k_seed43_medmcqa_val1000.jsonl
medmcqa,qwen15b,full45k,43,self_update,D,B,27,runs/qwen15b_full45k_seed43_medmcqa_val1000.jsonl
medmcqa,qwen15b,full45k,43,self_update,D,C,26,runs/qwen15b_full45k_seed43_medmcqa_val1000.jsonl
medmcqa,qwen15b,full45k,43,self_update,D,D,89,runs/qwen15b_full45k_seed43_medmcqa_val1000.jsonl
medmcqa,qwen15b,full45k,44,self_update,A,A,200,runs/qwen15b_full45k_seed44_medmcqa_val1000.jsonl
medmcqa,qwen15b,full45k,44,self_update,A,B,61,runs/qwen15b_full45k_seed44_medmcqa_val1000.jsonl
medmcqa,qwen15b,full45k,44,self_update,A,C,32,runs/qwen15b_full45k_seed44_medmcqa_val1000.jsonl
medmcqa,qwen15b,full45k,44,self_update,A,D,30,runs/qwen15b_full45k_seed44_medmcqa_val1000.jsonl
medmcqa,qwen15b,full45k,44,self_update,B,A,70,runs/qwen15b_full45k_seed44_medmcqa_val1000.jsonl
medmcqa,qwen15b,full45k,44,self_update,B,B,138,runs/qwen15b_full45k_seed44_medmcqa_val1000.jsonl
medmcqa,qwen15b,full45k,44,self_update,B,C,26,runs/qwen15b_full45k_seed44_medmcqa_val1000.jsonl
medmcqa,qwen15b,full45k,44,self_update,B,D,33,runs/qwen15b_full45k_seed44_medmcqa_val1000.jsonl
medmcqa,qwen15b,full45k,44,self_update,C,A,47,runs/qwen15b_full45k_seed44_medmcqa_val1000.jsonl
medmcqa,qwen15b,full45k,44,self_update,C,B,36,runs/qwen15b_full45k_seed44_medmcqa_val1000.jsonl
medmcqa,qwen15b,full45k,44,self_update,C,C,108,runs/qwen15b_full45k_seed44_medmcqa_val1000.jsonl
medmcqa,qwen15b,full45k,44,self_update,C,D,28,runs/qwen15b_full45k_seed44_medmcqa_val1000.jsonl
medmcqa,qwen15b,full45k,44,self_update,D,A,44,runs/qwen15b_full45k_seed44_medmcqa_val1000.jsonl
medmcqa,qwen15b,full45k,44,self_update,D,B,32,runs/qwen15b_full45k_seed44_medmcqa_val1000.jsonl
medmcqa,qwen15b,full45k,44,self_update,D,C,33,runs/qwen15b_full45k_seed44_medmcqa_val1000.jsonl
medmcqa,qwen15b,full45k,44,self_update,D,D,82,runs/qwen15b_full45k_seed44_medmcqa_val1000.jsonl
medqa,qwen15b,full45k,42,self_update,A,A,179,runs/qwen15b_full45k_seed42_medqa_test1273.jsonl
medqa,qwen15b,full45k,42,self_update,A,B,69,runs/qwen15b_full45k_seed42_medqa_test1273.jsonl
medqa,qwen15b,full45k,42,self_update,A,C,55,runs/qwen15b_full45k_seed42_medqa_test1273.jsonl
medqa,qwen15b,full45k,42,self_update,A,D,50,runs/qwen15b_full45k_seed42_medqa_test1273.jsonl
medqa,qwen15b,full45k,42,self_update,B,A,51,runs/qwen15b_full45k_seed42_medqa_test1273.jsonl
medqa,qwen15b,full45k,42,self_update,B,B,170,runs/qwen15b_full45k_seed42_medqa_test1273.jsonl
medqa,qwen15b,full45k,42,self_update,B,C,40,runs/qwen15b_full45k_seed42_medqa_test1273.jsonl
medqa,qwen15b,full45k,42,self_update,B,D,48,runs/qwen15b_full45k_seed42_medqa_test1273.jsonl
medqa,qwen15b,full45k,42,self_update,C,A,44,runs/qwen15b_full45k_seed42_medqa_test1273.jsonl
medqa,qwen15b,full45k,42,self_update,C,B,56,runs/qwen15b_full45k_seed42_medqa_test1273.jsonl
medqa,qwen15b,full45k,42,self_update,C,C,202,runs/qwen15b_full45k_seed42_medqa_test1273.jsonl
medqa,qwen15b,full45k,42,self_update,C,D,44,runs/qwen15b_full45k_seed42_medqa_test1273.jsonl
medqa,qwen15b,full45k,42,self_update,D,A,39,runs/qwen15b_full45k_seed42_medqa_test1273.jsonl
medqa,qwen15b,full45k,42,self_update,D,B,60,runs/qwen15b_full45k_seed42_medqa_test1273.jsonl
medqa,qwen15b,full45k,42,self_update,D,C,45,runs/qwen15b_full45k_seed42_medqa_test1273.jsonl
medqa,qwen15b,full45k,42,self_update,D,D,121,runs/qwen15b_full45k_seed42_medqa_test1273.jsonl
medqa,qwen15b,full45k,43,self_update,A,A,196,runs/qwen15b_full45k_seed43_medqa_test1273.jsonl
medqa,qwen15b,full45k,43,self_update,A,B,48,runs/qwen15b_full45k_seed43_medqa_test1273.jsonl
medqa,qwen15b,full45k,43,self_update,A,C,63,runs/qwen15b_full45k_seed43_medqa_test1273.jsonl
medqa,qwen15b,full45k,43,self_update,A,D,46,runs/qwen15b_full45k_seed43_medqa_test1273.jsonl
medqa,qwen15b,full45k,43,self_update,B,A,47,runs/qwen15b_full45k_seed43_medqa_test1273.jsonl
medqa,qwen15b,full45k,43,self_update,B,B,178,runs/qwen15b_full45k_seed43_medqa_test1273.jsonl
medqa,qwen15b,full45k,43,self_update,B,C,45,runs/qwen15b_full45k_seed43_medqa_test1273.jsonl
medqa,qwen15b,full45k,43,self_update,B,D,39,runs/qwen15b_full45k_seed43_medqa_test1273.jsonl
medqa,qwen15b,full45k,43,self_update,C,A,51,runs/qwen15b_full45k_seed43_medqa_test1273.jsonl
medqa,qwen15b,full45k,43,self_update,C,B,59,runs/qwen15b_full45k_seed43_medqa_test1273.jsonl
medqa,qwen15b,full45k,43,self_update,C,C,198,runs/qwen15b_full45k_seed43_medqa_test1273.jsonl
medqa,qwen15b,full45k,43,self_update,C,D,38,runs/qwen15b_full45k_seed43_medqa_test1273.jsonl
medqa,qwen15b,full45k,43,self_update,D,A,44,runs/qwen15b_full45k_seed43_medqa_test1273.jsonl
medqa,qwen15b,full45k,43,self_update,D,B,55,runs/qwen15b_full45k_seed43_medqa_test1273.jsonl
medqa,qwen15b,full45k,43,self_update,D,C,42,runs/qwen15b_full45k_seed43_medqa_test1273.jsonl
medqa,qwen15b,full45k,43,self_update,D,D,124,runs/qwen15b_full45k_seed43_medqa_test1273.jsonl
medqa,qwen15b,full45k,44,self_update,A,A,175,runs/qwen15b_full45k_seed44_medqa_test1273.jsonl
medqa,qwen15b,full45k,44,self_update,A,B,61,runs/qwen15b_full45k_seed44_medqa_test1273.jsonl
medqa,qwen15b,full45k,44,self_update,A,C,70,runs/qwen15b_full45k_seed44_medqa_test1273.jsonl
medqa,qwen15b,full45k,44,self_update,A,D,47,runs/qwen15b_full45k_seed44_medqa_test1273.jsonl
medqa,qwen15b,full45k,44,self_update,B,A,50,runs/qwen15b_full45k_seed44_medqa_test1273.jsonl
medqa,qwen15b,full45k,44,self_update,B,B,178,runs/qwen15b_full45k_seed44_medqa_test1273.jsonl
medqa,qwen15b,full45k,44,self_update,B,C,46,runs/qwen15b_full45k_seed44_medqa_test1273.jsonl
medqa,qwen15b,full45k,44,self_update,B,D,35,runs/qwen15b_full45k_seed44_medqa_test1273.jsonl
medqa,qwen15b,full45k,44,self_update,C,A,49,runs/qwen15b_full45k_seed44_medqa_test1273.jsonl
medqa,qwen15b,full45k,44,self_update,C,B,60,runs/qwen15b_full45k_seed44_medqa_test1273.jsonl
medqa,qwen15b,full45k,44,self_update,C,C,200,runs/qwen15b_full45k_seed44_medqa_test1273.jsonl
medqa,qwen15b,full45k,44,self_update,C,D,37,runs/qwen15b_full45k_seed44_medqa_test1273.jsonl
medqa,qwen15b,full45k,44,self_update,D,A,41,runs/qwen15b_full45k_seed44_medqa_test1273.jsonl
medqa,qwen15b,full45k,44,self_update,D,B,58,runs/qwen15b_full45k_seed44_medqa_test1273.jsonl
medqa,qwen15b,full45k,44,self_update,D,C,44,runs/qwen15b_full45k_seed44_medqa_test1273.jsonl
medqa,qwen15b,full45k,44,self_update,D,D,122,runs/qwen15b_full45k_seed44_medqa_test1273.jsonl
pubmedqa,qwen3b,base,,frozen_baseline,yes,yes,6,runs/qwen3b_base_pubmedqa_test100.jsonl
pubmedqa,qwen3b,base,,frozen_baseline,yes,no,4,runs/qwen3b_base_pubmedqa_test100.jsonl
pubmedqa,qwen3b,base,,frozen_baseline,yes,maybe,46,runs/qwen3b_base_pubmedqa_test100.jsonl
pubmedqa,qwen3b,base,,frozen_baseline,no,yes,0,runs/qwen3b_base_pubmedqa_test100.jsonl
pubmedqa,qwen3b,base,,frozen_baseline,no,no,8,runs/qwen3b_base_pubmedqa_test100.jsonl
pubmedqa,qwen3b,base,,frozen_baseline,no,maybe,26,runs/qwen3b_base_pubmedqa_test100.jsonl
pubmedqa,qwen3b,base,,frozen_baseline,maybe,yes,1,runs/qwen3b_base_pubmedqa_test100.jsonl
pubmedqa,qwen3b,base,,frozen_baseline,maybe,no,0,runs/qwen3b_base_pubmedqa_test100.jsonl
pubmedqa,qwen3b,base,,frozen_baseline,maybe,maybe,9,runs/qwen3b_base_pubmedqa_test100.jsonl
medmcqa,qwen3b,base,,frozen_baseline,A,A,169,runs/qwen3b_base_medmcqa_val1000.jsonl
medmcqa,qwen3b,base,,frozen_baseline,A,B,60,runs/qwen3b_base_medmcqa_val1000.jsonl
medmcqa,qwen3b,base,,frozen_baseline,A,C,25,runs/qwen3b_base_medmcqa_val1000.jsonl
medmcqa,qwen3b,base,,frozen_baseline,A,D,69,runs/qwen3b_base_medmcqa_val1000.jsonl
medmcqa,qwen3b,base,,frozen_baseline,B,A,57,runs/qwen3b_base_medmcqa_val1000.jsonl
medmcqa,qwen3b,base,,frozen_baseline,B,B,130,runs/qwen3b_base_medmcqa_val1000.jsonl
medmcqa,qwen3b,base,,frozen_baseline,B,C,23,runs/qwen3b_base_medmcqa_val1000.jsonl
medmcqa,qwen3b,base,,frozen_baseline,B,D,57,runs/qwen3b_base_medmcqa_val1000.jsonl
medmcqa,qwen3b,base,,frozen_baseline,C,A,30,runs/qwen3b_base_medmcqa_val1000.jsonl
medmcqa,qwen3b,base,,frozen_baseline,C,B,47,runs/qwen3b_base_medmcqa_val1000.jsonl
medmcqa,qwen3b,base,,frozen_baseline,C,C,92,runs/qwen3b_base_medmcqa_val1000.jsonl
medmcqa,qwen3b,base,,frozen_baseline,C,D,50,runs/qwen3b_base_medmcqa_val1000.jsonl
medmcqa,qwen3b,base,,frozen_baseline,D,A,35,runs/qwen3b_base_medmcqa_val1000.jsonl
medmcqa,qwen3b,base,,frozen_baseline,D,B,34,runs/qwen3b_base_medmcqa_val1000.jsonl
medmcqa,qwen3b,base,,frozen_baseline,D,C,23,runs/qwen3b_base_medmcqa_val1000.jsonl
medmcqa,qwen3b,base,,frozen_baseline,D,D,99,runs/qwen3b_base_medmcqa_val1000.jsonl
medqa,qwen3b,base,,frozen_baseline,A,A,166,runs/qwen3b_base_medqa_test1273.jsonl
medqa,qwen3b,base,,frozen_baseline,A,B,63,runs/qwen3b_base_medqa_test1273.jsonl
medqa,qwen3b,base,,frozen_baseline,A,C,49,runs/qwen3b_base_medqa_test1273.jsonl
medqa,qwen3b,base,,frozen_baseline,A,D,75,runs/qwen3b_base_medqa_test1273.jsonl
medqa,qwen3b,base,,frozen_baseline,B,A,53,runs/qwen3b_base_medqa_test1273.jsonl
medqa,qwen3b,base,,frozen_baseline,B,B,167,runs/qwen3b_base_medqa_test1273.jsonl
medqa,qwen3b,base,,frozen_baseline,B,C,35,runs/qwen3b_base_medqa_test1273.jsonl
medqa,qwen3b,base,,frozen_baseline,B,D,54,runs/qwen3b_base_medqa_test1273.jsonl
medqa,qwen3b,base,,frozen_baseline,C,A,46,runs/qwen3b_base_medqa_test1273.jsonl
medqa,qwen3b,base,,frozen_baseline,C,B,68,runs/qwen3b_base_medqa_test1273.jsonl
medqa,qwen3b,base,,frozen_baseline,C,C,165,runs/qwen3b_base_medqa_test1273.jsonl
medqa,qwen3b,base,,frozen_baseline,C,D,67,runs/qwen3b_base_medqa_test1273.jsonl
medqa,qwen3b,base,,frozen_baseline,D,A,39,runs/qwen3b_base_medqa_test1273.jsonl
medqa,qwen3b,base,,frozen_baseline,D,B,51,runs/qwen3b_base_medqa_test1273.jsonl
medqa,qwen3b,base,,frozen_baseline,D,C,41,runs/qwen3b_base_medqa_test1273.jsonl
medqa,qwen3b,base,,frozen_baseline,D,D,134,runs/qwen3b_base_medqa_test1273.jsonl
pubmedqa,qwen3b,full45k,42,self_update,yes,yes,38,runs/qwen3b_full45k_seed42_pubmedqa_test100.jsonl
pubmedqa,qwen3b,full45k,42,self_update,yes,no,7,runs/qwen3b_full45k_seed42_pubmedqa_test100.jsonl
pubmedqa,qwen3b,full45k,42,self_update,yes,maybe,11,runs/qwen3b_full45k_seed42_pubmedqa_test100.jsonl
pubmedqa,qwen3b,full45k,42,self_update,no,yes,6,runs/qwen3b_full45k_seed42_pubmedqa_test100.jsonl
pubmedqa,qwen3b,full45k,42,self_update,no,no,19,runs/qwen3b_full45k_seed42_pubmedqa_test100.jsonl
pubmedqa,qwen3b,full45k,42,self_update,no,maybe,9,runs/qwen3b_full45k_seed42_pubmedqa_test100.jsonl
pubmedqa,qwen3b,full45k,42,self_update,maybe,yes,2,runs/qwen3b_full45k_seed42_pubmedqa_test100.jsonl
pubmedqa,qwen3b,full45k,42,self_update,maybe,no,4,runs/qwen3b_full45k_seed42_pubmedqa_test100.jsonl
pubmedqa,qwen3b,full45k,42,self_update,maybe,maybe,4,runs/qwen3b_full45k_seed42_pubmedqa_test100.jsonl
pubmedqa,qwen3b,full45k,43,self_update,yes,yes,39,runs/qwen3b_full45k_seed43_pubmedqa_test100.jsonl
pubmedqa,qwen3b,full45k,43,self_update,yes,no,8,runs/qwen3b_full45k_seed43_pubmedqa_test100.jsonl
pubmedqa,qwen3b,full45k,43,self_update,yes,maybe,9,runs/qwen3b_full45k_seed43_pubmedqa_test100.jsonl
pubmedqa,qwen3b,full45k,43,self_update,no,yes,7,runs/qwen3b_full45k_seed43_pubmedqa_test100.jsonl
pubmedqa,qwen3b,full45k,43,self_update,no,no,21,runs/qwen3b_full45k_seed43_pubmedqa_test100.jsonl
pubmedqa,qwen3b,full45k,43,self_update,no,maybe,6,runs/qwen3b_full45k_seed43_pubmedqa_test100.jsonl
pubmedqa,qwen3b,full45k,43,self_update,maybe,yes,2,runs/qwen3b_full45k_seed43_pubmedqa_test100.jsonl
pubmedqa,qwen3b,full45k,43,self_update,maybe,no,1,runs/qwen3b_full45k_seed43_pubmedqa_test100.jsonl
pubmedqa,qwen3b,full45k,43,self_update,maybe,maybe,7,runs/qwen3b_full45k_seed43_pubmedqa_test100.jsonl
pubmedqa,qwen3b,full45k,44,self_update,yes,yes,40,runs/qwen3b_full45k_seed44_pubmedqa_test100.jsonl
pubmedqa,qwen3b,full45k,44,self_update,yes,no,8,runs/qwen3b_full45k_seed44_pubmedqa_test100.jsonl
pubmedqa,qwen3b,full45k,44,self_update,yes,maybe,8,runs/qwen3b_full45k_seed44_pubmedqa_test100.jsonl
pubmedqa,qwen3b,full45k,44,self_update,no,yes,9,runs/qwen3b_full45k_seed44_pubmedqa_test100.jsonl
pubmedqa,qwen3b,full45k,44,self_update,no,no,20,runs/qwen3b_full45k_seed44_pubmedqa_test100.jsonl
pubmedqa,qwen3b,full45k,44,self_update,no,maybe,5,runs/qwen3b_full45k_seed44_pubmedqa_test100.jsonl
pubmedqa,qwen3b,full45k,44,self_update,maybe,yes,2,runs/qwen3b_full45k_seed44_pubmedqa_test100.jsonl
pubmedqa,qwen3b,full45k,44,self_update,maybe,no,3,runs/qwen3b_full45k_seed44_pubmedqa_test100.jsonl
pubmedqa,qwen3b,full45k,44,self_update,maybe,maybe,5,runs/qwen3b_full45k_seed44_pubmedqa_test100.jsonl
medmcqa,qwen3b,full45k,42,self_update,A,A,214,runs/qwen3b_full45k_seed42_medmcqa_val1000.jsonl
medmcqa,qwen3b,full45k,42,self_update,A,B,58,runs/qwen3b_full45k_seed42_medmcqa_val1000.jsonl
medmcqa,qwen3b,full45k,42,self_update,A,C,30,runs/qwen3b_full45k_seed42_medmcqa_val1000.jsonl
medmcqa,qwen3b,full45k,42,self_update,A,D,21,runs/qwen3b_full45k_seed42_medmcqa_val1000.jsonl
medmcqa,qwen3b,full45k,42,self_update,B,A,59,runs/qwen3b_full45k_seed42_medmcqa_val1000.jsonl
medmcqa,qwen3b,full45k,42,self_update,B,B,152,runs/qwen3b_full45k_seed42_medmcqa_val1000.jsonl
medmcqa,qwen3b,full45k,42,self_update,B,C,30,runs/qwen3b_full45k_seed42_medmcqa_val1000.jsonl
medmcqa,qwen3b,full45k,42,self_update,B,D,26,runs/qwen3b_full45k_seed42_medmcqa_val1000.jsonl
medmcqa,qwen3b,full45k,42,self_update,C,A,38,runs/qwen3b_full45k_seed42_medmcqa_val1000.jsonl
medmcqa,qwen3b,full45k,42,self_update,C,B,38,runs/qwen3b_full45k_seed42_medmcqa_val1000.jsonl
medmcqa,qwen3b,full45k,42,self_update,C,C,121,runs/qwen3b_full45k_seed42_medmcqa_val1000.jsonl
medmcqa,qwen3b,full45k,42,self_update,C,D,22,runs/qwen3b_full45k_seed42_medmcqa_val1000.jsonl
medmcqa,qwen3b,full45k,42,self_update,D,A,34,runs/qwen3b_full45k_seed42_medmcqa_val1000.jsonl
medmcqa,qwen3b,full45k,42,self_update,D,B,36,runs/qwen3b_full45k_seed42_medmcqa_val1000.jsonl
medmcqa,qwen3b,full45k,42,self_update,D,C,25,runs/qwen3b_full45k_seed42_medmcqa_val1000.jsonl
medmcqa,qwen3b,full45k,42,self_update,D,D,96,runs/qwen3b_full45k_seed42_medmcqa_val1000.jsonl
medmcqa,qwen3b,full45k,43,self_update,A,A,211,runs/qwen3b_full45k_seed43_medmcqa_val1000.jsonl
medmcqa,qwen3b,full45k,43,self_update,A,B,53,runs/qwen3b_full45k_seed43_medmcqa_val1000.jsonl
medmcqa,qwen3b,full45k,43,self_update,A,C,31,runs/qwen3b_full45k_seed43_medmcqa_val1000.jsonl
medmcqa,qwen3b,full45k,43,self_update,A,D,28,runs/qwen3b_full45k_seed43_medmcqa_val1000.jsonl
medmcqa,qwen3b,full45k,43,self_update,B,A,71,runs/qwen3b_full45k_seed43_medmcqa_val1000.jsonl
medmcqa,qwen3b,full45k,43,self_update,B,B,145,runs/qwen3b_full45k_seed43_medmcqa_val1000.jsonl
medmcqa,qwen3b,full45k,43,self_update,B,C,22,runs/qwen3b_full45k_seed43_medmcqa_val1000.jsonl
medmcqa,qwen3b,full45k,43,self_update,B,D,29,runs/qwen3b_full45k_seed43_medmcqa_val1000.jsonl
medmcqa,qwen3b,full45k,43,self_update,C,A,36,runs/qwen3b_full45k_seed43_medmcqa_val1000.jsonl
medmcqa,qwen3b,full45k,43,self_update,C,B,36,runs/qwen3b_full45k_seed43_medmcqa_val1000.jsonl
medmcqa,qwen3b,full45k,43,self_update,C,C,122,runs/qwen3b_full45k_seed43_medmcqa_val1000.jsonl
medmcqa,qwen3b,full45k,43,self_update,C,D,25,runs/qwen3b_full45k_seed43_medmcqa_val1000.jsonl
medmcqa,qwen3b,full45k,43,self_update,D,A,31,runs/qwen3b_full45k_seed43_medmcqa_val1000.jsonl
medmcqa,qwen3b,full45k,43,self_update,D,B,32,runs/qwen3b_full45k_seed43_medmcqa_val1000.jsonl
medmcqa,qwen3b,full45k,43,self_update,D,C,25,runs/qwen3b_full45k_seed43_medmcqa_val1000.jsonl
medmcqa,qwen3b,full45k,43,self_update,D,D,103,runs/qwen3b_full45k_seed43_medmcqa_val1000.jsonl
medmcqa,qwen3b,full45k,44,self_update,A,A,219,runs/qwen3b_full45k_seed44_medmcqa_val1000.jsonl
medmcqa,qwen3b,full45k,44,self_update,A,B,53,runs/qwen3b_full45k_seed44_medmcqa_val1000.jsonl
medmcqa,qwen3b,full45k,44,self_update,A,C,28,runs/qwen3b_full45k_seed44_medmcqa_val1000.jsonl
medmcqa,qwen3b,full45k,44,self_update,A,D,23,runs/qwen3b_full45k_seed44_medmcqa_val1000.jsonl
medmcqa,qwen3b,full45k,44,self_update,B,A,64,runs/qwen3b_full45k_seed44_medmcqa_val1000.jsonl
medmcqa,qwen3b,full45k,44,self_update,B,B,151,runs/qwen3b_full45k_seed44_medmcqa_val1000.jsonl
medmcqa,qwen3b,full45k,44,self_update,B,C,24,runs/qwen3b_full45k_seed44_medmcqa_val1000.jsonl
medmcqa,qwen3b,full45k,44,self_update,B,D,28,runs/qwen3b_full45k_seed44_medmcqa_val1000.jsonl
medmcqa,qwen3b,full45k,44,self_update,C,A,37,runs/qwen3b_full45k_seed44_medmcqa_val1000.jsonl
medmcqa,qwen3b,full45k,44,self_update,C,B,38,runs/qwen3b_full45k_seed44_medmcqa_val1000.jsonl
medmcqa,qwen3b,full45k,44,self_update,C,C,120,runs/qwen3b_full45k_seed44_medmcqa_val1000.jsonl
medmcqa,qwen3b,full45k,44,self_update,C,D,24,runs/qwen3b_full45k_seed44_medmcqa_val1000.jsonl
medmcqa,qwen3b,full45k,44,self_update,D,A,39,runs/qwen3b_full45k_seed44_medmcqa_val1000.jsonl
medmcqa,qwen3b,full45k,44,self_update,D,B,36,runs/qwen3b_full45k_seed44_medmcqa_val1000.jsonl
medmcqa,qwen3b,full45k,44,self_update,D,C,20,runs/qwen3b_full45k_seed44_medmcqa_val1000.jsonl
medmcqa,qwen3b,full45k,44,self_update,D,D,96,runs/qwen3b_full45k_seed44_medmcqa_val1000.jsonl
medqa,qwen3b,full45k,42,self_update,A,A,197,runs/qwen3b_full45k_seed42_medqa_test1273.jsonl
medqa,qwen3b,full45k,42,self_update,A,B,63,runs/qwen3b_full45k_seed42_medqa_test1273.jsonl
medqa,qwen3b,full45k,42,self_update,A,C,43,runs/qwen3b_full45k_seed42_medqa_test1273.jsonl
medqa,qwen3b,full45k,42,self_update,A,D,50,runs/qwen3b_full45k_seed42_medqa_test1273.jsonl
medqa,qwen3b,full45k,42,self_update,B,A,40,runs/qwen3b_full45k_seed42_medqa_test1273.jsonl
medqa,qwen3b,full45k,42,self_update,B,B,183,runs/qwen3b_full45k_seed42_medqa_test1273.jsonl
medqa,qwen3b,full45k,42,self_update,B,C,43,runs/qwen3b_full45k_seed42_medqa_test1273.jsonl
medqa,qwen3b,full45k,42,self_update,B,D,43,runs/qwen3b_full45k_seed42_medqa_test1273.jsonl
medqa,qwen3b,full45k,42,self_update,C,A,41,runs/qwen3b_full45k_seed42_medqa_test1273.jsonl
medqa,qwen3b,full45k,42,self_update,C,B,61,runs/qwen3b_full45k_seed42_medqa_test1273.jsonl
medqa,qwen3b,full45k,42,self_update,C,C,203,runs/qwen3b_full45k_seed42_medqa_test1273.jsonl
medqa,qwen3b,full45k,42,self_update,C,D,41,runs/qwen3b_full45k_seed42_medqa_test1273.jsonl
medqa,qwen3b,full45k,42,self_update,D,A,39,runs/qwen3b_full45k_seed42_medqa_test1273.jsonl
medqa,qwen3b,full45k,42,self_update,D,B,47,runs/qwen3b_full45k_seed42_medqa_test1273.jsonl
medqa,qwen3b,full45k,42,self_update,D,C,43,runs/qwen3b_full45k_seed42_medqa_test1273.jsonl
medqa,qwen3b,full45k,42,self_update,D,D,136,runs/qwen3b_full45k_seed42_medqa_test1273.jsonl
medqa,qwen3b,full45k,43,self_update,A,A,212,runs/qwen3b_full45k_seed43_medqa_test1273.jsonl
medqa,qwen3b,full45k,43,self_update,A,B,59,runs/qwen3b_full45k_seed43_medqa_test1273.jsonl
medqa,qwen3b,full45k,43,self_update,A,C,38,runs/qwen3b_full45k_seed43_medqa_test1273.jsonl
medqa,qwen3b,full45k,43,self_update,A,D,44,runs/qwen3b_full45k_seed43_medqa_test1273.jsonl
medqa,qwen3b,full45k,43,self_update,B,A,46,runs/qwen3b_full45k_seed43_medqa_test1273.jsonl
medqa,qwen3b,full45k,43,self_update,B,B,178,runs/qwen3b_full45k_seed43_medqa_test1273.jsonl
medqa,qwen3b,full45k,43,self_update,B,C,40,runs/qwen3b_full45k_seed43_medqa_test1273.jsonl
medqa,qwen3b,full45k,43,self_update,B,D,45,runs/qwen3b_full45k_seed43_medqa_test1273.jsonl
medqa,qwen3b,full45k,43,self_update,C,A,52,runs/qwen3b_full45k_seed43_medqa_test1273.jsonl
medqa,qwen3b,full45k,43,self_update,C,B,58,runs/qwen3b_full45k_seed43_medqa_test1273.jsonl
medqa,qwen3b,full45k,43,self_update,C,C,196,runs/qwen3b_full45k_seed43_medqa_test1273.jsonl
medqa,qwen3b,full45k,43,self_update,C,D,40,runs/qwen3b_full45k_seed43_medqa_test1273.jsonl
medqa,qwen3b,full45k,43,self_update,D,A,42,runs/qwen3b_full45k_seed43_medqa_test1273.jsonl
medqa,qwen3b,full45k,43,self_update,D,B,46,runs/qwen3b_full45k_seed43_medqa_test1273.jsonl
medqa,qwen3b,full45k,43,self_update,D,C,45,runs/qwen3b_full45k_seed43_medqa_test1273.jsonl
medqa,qwen3b,full45k,43,self_update,D,D,132,runs/qwen3b_full45k_seed43_medqa_test1273.jsonl
medqa,qwen3b,full45k,44,self_update,A,A,199,runs/qwen3b_full45k_seed44_medqa_test1273.jsonl
medqa,qwen3b,full45k,44,self_update,A,B,65,runs/qwen3b_full45k_seed44_medqa_test1273.jsonl
medqa,qwen3b,full45k,44,self_update,A,C,48,runs/qwen3b_full45k_seed44_medqa_test1273.jsonl
medqa,qwen3b,full45k,44,self_update,A,D,41,runs/qwen3b_full45k_seed44_medqa_test1273.jsonl
medqa,qwen3b,full45k,44,self_update,B,A,42,runs/qwen3b_full45k_seed44_medqa_test1273.jsonl
